run_id,model,model_display_name,sample_id,donor_sample_id,story_id,graph_id,rung,query_type,question_property,formal_form,gold_label,prompt_mode,prompt_condition,dataset_variant,diagnostic_source,subset,trace_source,raw_output,input_tokens,output_tokens,parsed_label,yes_logprob,no_logprob,yes_no_margin,latency_sec,is_invalid,is_correct
final_20260513_090357,qwen3_4b,Qwen3-4B,7,,alarm,mediation,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-20.0,0.0,-20.0,0.0910904497432056,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,133,,alarm,mediation,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-18.5,0.0,-18.5,0.0910904497432056,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,4910,,alarm,mediation,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-5.0,-0.0067138671875,-4.9932861328125,0.0910904497432056,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,10399,,alarm,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-22.75,0.0,-22.75,0.0910904497432056,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,15335,,alarm,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.3125,-1.3125,1.0,0.0094864705170039,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,11781,,blood_pressure,mediation,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-22.5,0.0,-22.5,0.0094864705170039,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,180,,candle,fork,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-19.5,0.0,-19.5,0.0094864705170039,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,216,,candle,fork,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-13.0,-2.264976501464844e-06,-12.9999977350235,0.0094864705170039,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,4985,,candle,fork,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.00860595703125,-4.75,4.74139404296875,0.0132721315021626,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,5024,,candle,fork,2,ate,hard,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,yes,-0.0005531311035156,-7.5,7.499446868896484,0.0132721315021626,False,0
final_20260513_090357,qwen3_4b,Qwen3-4B,1613,,cholesterol,IV,2,ate,easy,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-7.0,-0.0009117126464843,-6.999088287353516,0.0132721315021626,False,1
final_20260513_090357,qwen3_4b,Qwen3-4B,16780,,cholesterol,IV,2,ate,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)],no,nl_binary_score,NL Binary Score,symbolic_control,symbolic_control,symbolic_control_2048,natural_language,,,1,no,-4.03125,-0.0181884765625,-4.0130615234375,0.0132721315021626,False,1
